iter	RMSE
135	9924.365797
136	9918.773597
137	9906.520696
138	9898.641405
139	9878.229322
140	9873.476901
141	9871.128099
142	9856.837667
143	9842.930364
144	9832.453598
145	9814.21744
146	9813.126321
147	9802.96576
148	9796.825174
149	9790.339337
150	9786.786986
151	9782.127884
152	9778.625518
153	9776.591609
154	9774.035987
155	9754.048835
156	9746.674078
157	9735.638086
158	9718.917662
159	9715.399963
160	9713.862872
161	9712.398094
162	9703.504988
163	9680.594867
164	9671.517693
165	9653.980845
166	9644.876729
167	9643.579078
168	9629.712814
169	9620.61688
170	9602.247202
171	9592.09102
172	9583.487652
173	9571.707275
174	9562.752184
175	9546.211176
176	9530.759003
177	9518.100858
178	9504.815289
179	9493.411942
180	9487.509426
181	9478.145122
182	9471.315036
183	9458.849691
184	9450.153517
185	9443.074671
186	9436.620441
187	9429.10281
188	9427.376866
189	9416.754832
190	9406.617245
191	9392.098069
192	9386.186741
193	9382.132789
194	9371.690302
195	9357.699515
196	9352.447141
197	9340.337295
198	9334.208687
199	9325.860866
200	9324.287379
201	9320.592838
202	9309.608884
203	9308.271715
204	9301.647472
205	9300.402054
206	9297.857411
207	9285.943279
208	9285.124197
209	9284.540069
210	9275.753347
211	9266.884225
212	9263.373737
213	9256.360835
214	9248.873513
215	9243.503036
216	9228.832751
217	9223.956846
218	9222.367513
219	9215.855385
220	9208.901514
221	9207.015162
222	9201.609043
223	9194.385921
224	9190.612584
225	9189.643444
226	9180.243362
227	9174.380988
228	9168.862332
229	9167.065282
230	9161.145332
231	9156.61305
232	9151.324696
233	9145.739602
234	9138.025557
235	9135.11725
236	9122.179173
237	9114.46225
238	9103.093821
239	9101.76154
240	9095.634614
241	9086.11738
242	9078.039719
243	9073.483359
244	9064.979706
245	9054.922853
246	9044.810666
247	9038.186778
248	9032.671844
249	9028.067353
250	9018.989816
251	9012.75977
252	9009.617413
253	8996.546683
254	8987.046004
255	8983.196466
256	8976.163377
257	8973.206918
258	8968.565213
259	8963.547948
260	8956.972916
261	8952.862926
262	8944.746963
263	8934.661574
264	8928.385439
265	8923.892263
266	8917.274303
267	8912.759824
268	8906.436225
269	8901.23507
270	8899.599772
271	8891.787244
272	8886.353588
273	8880.800718
274	8874.602622
275	8870.15252
276	8863.662098
277	8859.616186
278	8853.845799
279	8843.239562
280	8838.643185
281	8833.60541
282	8829.12996
283	8824.920721
284	8820.65325
285	8811.163364
286	8805.054369
287	8800.823654
288	8796.077143
289	8786.404958
290	8782.087165
291	8776.315138
292	8773.931892
293	8768.527563
294	8764.89897
295	8759.881317
296	8757.099313
297	8753.199355
298	8749.746879
299	8738.683793
300	8727.976691
301	8723.698068
302	8718.728894
303	8712.764068
304	8707.380463
305	8703.042174
306	8699.738793
307	8697.536631
308	8693.288791
309	8688.11258
310	8679.841919
311	8674.477342
312	8672.269121
313	8669.333615
314	8666.190343
315	8663.310562
316	8657.422977
317	8650.695737
318	8644.559675
319	8641.311506
320	8637.435085
321	8631.007457
322	8624.034961
323	8621.413141
324	8615.99614
325	8613.196076
326	8611.474508
327	8607.134779
328	8604.454578
329	8601.623101
330	8598.730374
331	8595.28685
332	8588.837896
333	8583.472744
334	8581.665062
335	8574.39838
336	8571.373671
337	8566.72077
338	8562.764023
339	8560.227212
340	8557.614838
341	8551.090625
342	8545.357961
343	8539.175054
344	8534.010564
345	8533.215299
346	8530.134889
347	8527.89937
348	8524.666148
349	8522.915319
350	8518.493435
351	8512.811857
352	8509.816204
353	8507.643577
354	8500.383237
355	8495.543715
356	8492.350886
357	8489.738772
358	8486.04821
359	8483.190321
360	8478.435644
361	8476.571305
362	8467.463014
363	8465.688509
364	8462.652133
365	8454.689807
366	8449.964553
367	8445.115586
368	8442.116123
369	8439.922841
370	8436.767965
371	8434.528261
372	8432.588648
373	8426.326911
374	8419.266602
375	8415.547571
376	8412.15172
377	8407.110629
378	8406.727043
379	8401.183384
380	8398.391368
381	8396.627229
382	8395.73847
383	8394.380507
384	8388.073348
385	8385.529428
386	8381.985385
387	8377.232035
388	8372.914628
389	8366.131845
390	8362.541648
391	8358.302521
392	8354.783603
393	8353.562643
394	8349.060415
395	8341.843515
396	8336.643438
397	8333.090611
398	8331.6187
399	8326.925781
400	8321.885216
401	8315.211618
402	8313.583354
403	8309.431021
404	8306.300365
405	8305.721886
406	8303.070012
407	8297.929305
408	8290.475982
409	8285.00556
410	8281.174587
411	8276.302719
412	8273.1097
413	8270.1991
414	8267.657221
415	8264.028567
416	8258.854531
417	8252.413089
418	8245.81524
419	8240.611889
420	8234.218655
421	8226.591153
422	8222.237378
423	8221.208655
424	8215.592418
425	8213.66017
426	8208.69633
427	8204.019149
428	8203.109976
429	8201.30995
430	8198.170399
431	8192.84493
432	8190.822567
433	8187.585233
434	8183.604934
435	8178.52799
436	8177.599662
437	8171.50939
438	8166.995139
439	8162.173728
440	8157.814552
441	8153.118404
442	8151.044161
443	8149.19142
444	8146.649733
445	8143.469584
446	8142.36871
447	8139.034035
448	8136.415359
449	8131.306852
450	8127.267659
451	8126.290776
452	8121.811472
453	8119.397443
454	8116.107064
455	8110.257922
456	8108.689923
457	8107.593621
458	8103.494868
459	8099.386224
460	8094.205286
461	8091.839524
462	8085.413264
463	8082.692741
464	8080.184151
465	8075.433938
466	8071.235101
467	8065.641577
468	8062.769277
469	8060.044031
470	8054.958299
471	8053.098467
472	8052.395527
473	8048.917928
474	8045.548466
475	8042.712355
476	8041.531671
477	8037.705366
478	8034.89559
479	8032.063849
480	8031.071706
481	8030.169271
482	8027.037483
483	8023.600507
484	8020.661905
485	8016.248806
486	8010.297378
487	8007.674628
488	8004.913044
489	8002.708818
490	7998.752713
491	7994.515597
492	7991.600115
493	7986.777396
494	7985.141057
495	7984.546202
496	7982.233693
497	7977.925114
498	7973.66248
499	7970.269918
500	7968.693384
501	7966.649312
502	7963.697314
503	7960.460306
504	7959.554028
505	7958.783679
506	7950.76033
507	7946.974254
508	7944.527997
509	7942.636995
510	7939.465108
511	7935.978855
512	7935.390823
513	7931.190013
514	7925.467459
515	7923.14993
516	7919.178717
517	7915.48029
518	7910.997726
519	7906.941414
520	7904.665318
521	7902.160769
522	7899.174545
523	7896.304113
524	7893.854697
525	7891.02505
526	7889.122291
527	7886.756619
528	7886.081993
529	7881.922314
530	7879.433655
531	7876.980534
532	7873.918814
533	7870.698847
534	7866.215668
535	7863.557652
536	7859.271721
537	7856.056085
538	7852.682193
539	7848.926271
540	7846.114783
541	7843.954921
542	7839.854219
543	7839.068282
544	7835.50349
545	7830.439292
546	7828.635064
547	7826.591728
548	7825.909282
549	7823.531045
550	7822.183198
551	7818.967097
552	7815.790947
553	7812.586151
554	7811.342792
555	7808.900993
556	7806.508265
557	7803.22172
558	7801.520082
559	7797.891866
560	7794.065096
561	7791.134968
562	7786.416667
563	7783.316623
564	7781.465232
565	7776.875998
566	7775.544565
567	7773.170469
568	7769.943777
569	7765.51606
570	7761.759652
571	7757.821036
572	7753.834031
573	7752.774599
574	7750.756788
575	7747.687282
576	7745.071572
577	7742.441136
578	7737.402993
579	7732.789041
580	7727.749162
581	7724.212186
582	7720.284825
583	7717.223729
584	7713.950615
585	7711.723871
586	7709.427027
587	7706.471435
588	7703.709738
589	7702.296552
590	7698.708176
591	7697.079967
592	7693.786532
593	7691.938457
594	7689.78644
595	7685.410146
596	7678.983643
597	7676.472645
598	7674.588114
599	7672.167397
600	7670.117132
601	7667.809327
602	7666.84938
603	7662.427422
604	7661.659335
605	7660.446097
606	7658.736176
607	7655.938461
608	7652.720091
609	7651.876122
610	7649.917984
611	7648.727599
612	7647.001139
613	7643.46159
614	7640.987697
615	7640.355907
616	7636.405298
617	7633.430196
618	7632.327783
619	7628.289884
620	7624.155497
621	7623.295805
622	7621.587756
623	7620.577103
624	7619.507204
625	7615.837804
626	7612.629793
627	7611.130234
628	7606.628279
629	7604.435532
630	7603.779839
631	7603.266222
632	7601.281783
633	7598.571074
634	7596.15715
635	7594.411643
636	7589.639155
637	7587.999928
638	7584.429764
639	7583.870753
640	7583.410915
641	7582.242789
642	7579.20772
643	7578.890904
644	7576.412695
645	7573.499261
646	7571.216186
647	7568.56165
648	7566.761786
649	7565.057121
650	7562.705012
651	7560.584969
652	7560.088247
653	7557.86276
654	7556.092151
655	7555.440026
656	7554.031337
657	7553.125294
658	7551.448297
659	7548.284478
660	7546.058519
661	7542.465235
662	7540.360104
663	7537.303334
664	7534.968185
665	7530.92827
666	7527.532606
667	7523.589269
668	7522.969132
669	7519.168661
670	7517.62225
671	7515.796718
672	7513.802873
673	7511.245575
674	7507.87585
675	7505.828608
676	7502.921196
677	7499.746225
678	7497.145647
679	7495.777091
680	7492.961865
681	7491.132
682	7488.692099
683	7485.720125
684	7485.276472
685	7483.582762
686	7482.260849
687	7480.288236
688	7476.976301
689	7475.242706
690	7474.040434
691	7471.384155
692	7470.886916
693	7470.282972
694	7467.577906
695	7467.566283
696	7466.745304
697	7465.531862
698	7463.945009
699	7461.155838
700	7456.614936
701	7455.592624
702	7455.03584
703	7454.48876
704	7454.063171
705	7449.817197
706	7449.523871
707	7449.027227
708	7448.356133
709	7447.492085
710	7446.212821
711	7443.542732
712	7441.548903
713	7439.139913
714	7437.582034
715	7434.51863
716	7431.262903
717	7429.536382
718	7426.589636
719	7424.667193
720	7420.062393
721	7419.272481
722	7416.922212
723	7415.04996
724	7412.955826
725	7411.596803
726	7409.689213
727	7406.958287
728	7405.232052
729	7401.565429
730	7398.313795
731	7396.206965
732	7395.780662
733	7392.321104
734	7389.828894
735	7387.884429
736	7386.27524
737	7384.556111
738	7381.158804
739	7378.000595
740	7374.804705
741	7374.206655
742	7371.259965
743	7370.908329
744	7368.180757
745	7368.04396
746	7365.406554
747	7363.270782
748	7361.559026
749	7360.529679
750	7359.197985
751	7357.914029
752	7355.115689
753	7353.102076
754	7350.150711
755	7348.363466
756	7347.997516
757	7345.441588
758	7342.76353
759	7341.013427
760	7339.386623
761	7338.831967
762	7335.707175
763	7333.529832
764	7332.209173
765	7330.644764
766	7328.907512
767	7325.990036
768	7324.520206
769	7323.568236
770	7323.156784
771	7322.00834
772	7320.83392
773	7318.673229
774	7316.804528
775	7315.688996
776	7313.121315
777	7312.270802
778	7309.488255
779	7307.495802
780	7306.213415
781	7304.427016
782	7302.633158
783	7301.780055
784	7299.864318
785	7298.866872
786	7297.326853
787	7296.529077
788	7295.986691
789	7292.748129
790	7291.108302
791	7291.096172
792	7289.1788
793	7286.822657
794	7285.11752
795	7283.968382
796	7282.988365
797	7280.936847
798	7279.479984
799	7276.788515
800	7276.022072
801	7275.745786
802	7274.325909
803	7271.637889
804	7270.741071
805	7270.404994
806	7270.147117
807	7268.903867
808	7267.637635
809	7266.623309
810	7262.852403
811	7260.626998
812	7259.951372
813	7256.97371
814	7254.506042
815	7251.700077
816	7249.948648
817	7248.502847
818	7248.12775
819	7247.21734
820	7246.213335
821	7245.774613
822	7244.274449
823	7243.064803
824	7241.953495
825	7239.463569
826	7236.365433
827	7236.046026
828	7235.69558
829	7235.431453
830	7234.711965
831	7234.456989
832	7232.849718
833	7231.779888
834	7229.50322
835	7228.872459
836	7228.632123
837	7227.133464
838	7225.105355
839	7223.237938
840	7222.453552
841	7221.564328
842	7221.382829
843	7217.538309
844	7217.145596
845	7216.585828
846	7216.128303
847	7212.070006
848	7208.580131
849	7207.328826
850	7205.347407
851	7204.421643
852	7202.672536
853	7201.963747
854	7200.86773
855	7197.921942
856	7197.131927
857	7194.805117
858	7194.330564
859	7194.046768
860	7193.571822
861	7192.934032
862	7189.484179
863	7187.990987
864	7186.577936
865	7183.444579
866	7183.199593
867	7181.514957
868	7176.976287
869	7176.738288
870	7174.565257
871	7174.191132
872	7173.263385
873	7171.642531
874	7169.166443
875	7167.209488
876	7165.297714
877	7163.365336
878	7163.105465
879	7162.373916
880	7161.518861
881	7160.125426
882	7159.819922
883	7158.339652
884	7158.320079
885	7156.935856
886	7156.308948
887	7154.949012
888	7153.535536
889	7153.340406
890	7151.491667
891	7151.086431
892	7150.339109
893	7148.579914
894	7148.382075
895	7147.042729
896	7145.302728
897	7142.492273
898	7142.26676
899	7140.79408
900	7139.117271
901	7137.158593
902	7137.140837
903	7134.579975
904	7131.728177
905	7130.668004
906	7127.009706
907	7125.659363
908	7123.183336
909	7121.523172
910	7119.077201
911	7117.759984
912	7116.960784
913	7116.295825
914	7116.201442
915	7114.426535
916	7113.581314
917	7113.376312
918	7110.304299
919	7108.171469
920	7106.048831
921	7104.575564
922	7101.074218
923	7099.066106
924	7098.832496
925	7097.280812
926	7095.681509
927	7095.484203
928	7093.49538
929	7091.556776
930	7087.924853
931	7087.685937
932	7086.63249
933	7085.541317
934	7083.376098
935	7081.445116
936	7079.848684
937	7077.049022
938	7076.275436
939	7074.321014
940	7073.133157
941	7072.550146
942	7071.042505
943	7069.343347
944	7068.66001
945	7068.131462
946	7065.310949
947	7063.724051
948	7060.81612
949	7059.941573
950	7058.633998
951	7057.048426
952	7055.610767
953	7054.618142
954	7052.716125
955	7052.473883
956	7050.806678
957	7049.931669
958	7049.679717
959	7049.20302
960	7048.947422
961	7047.983534
962	7047.739503
963	7046.255944
964	7043.818916
965	7043.56559
966	7042.557644
967	7041.800312
968	7039.409257
969	7038.59449
970	7037.517553
971	7037.3386
972	7035.960596
973	7034.985417
974	7033.836835
975	7033.13559
976	7031.433635
977	7030.554303
978	7030.330458
979	7029.597559
980	7027.404044
981	7026.529428
982	7026.136608
983	7023.349781
984	7023.127091
985	7022.918879
986	7019.451032
987	7017.141749
988	7015.420945
989	7014.768136
990	7013.401485
991	7013.247882
992	7011.67247
993	7010.21678
994	7008.82778
995	7007.063112
996	7006.268203
997	7005.785153
998	7004.452572
999	7003.903128
1000	7002.250164
1001	7000.830598
1002	6999.442679
1003	6997.513583
1004	6994.544525
1005	6992.66903
1006	6991.657765
1007	6988.873083
1008	6988.668355
1009	6988.157317
1010	6985.679214
1011	6984.744648
1012	6984.183661
1013	6981.603298
1014	6980.83079
1015	6979.976995
1016	6979.782832
1017	6978.321854
1018	6976.776752
1019	6976.253924
1020	6975.084678
1021	6973.438051
1022	6972.56708
1023	6970.834078
1024	6970.634449
1025	6967.885698
1026	6965.66511
1027	6963.550958
1028	6961.797534
1029	6960.854119
1030	6959.371086
1031	6958.832405
1032	6956.179005
1033	6954.474478
1034	6953.717745
1035	6951.219745
1036	6950.817316
1037	6949.087619
1038	6948.406087
1039	6947.302777
1040	6944.240673
1041	6942.985628
1042	6942.306954
1043	6940.898774
1044	6940.096002
1045	6938.82081
1046	6938.290955
1047	6937.348297
1048	6936.650087
1049	6935.464314
1050	6934.136037
1051	6932.400042
1052	6932.069241
1053	6931.982439
1054	6931.597917
1055	6930.373912
1056	6928.113039
1057	6927.013901
1058	6925.730629
1059	6924.405126
1060	6923.437873
1061	6921.828825
1062	6919.215289
1063	6918.142648
1064	6916.739834
1065	6915.424119
1066	6915.149991
1067	6914.64617
1068	6914.33824
1069	6913.515462
1070	6913.278134
1071	6910.689158
1072	6908.562576
1073	6905.752714
1074	6904.976924
1075	6902.929576
1076	6901.903092
1077	6899.328217
1078	6898.96741
1079	6897.813626
1080	6894.913877
1081	6894.735186
1082	6892.607044
1083	6891.420393
1084	6891.09123
1085	6889.038872
1086	6887.004305
1087	6884.119519
1088	6883.100844
1089	6882.245905
1090	6880.61661
1091	6878.44125
1092	6877.013639
1093	6876.133246
1094	6874.454588
1095	6873.721955
1096	6872.550919
1097	6872.261987
1098	6871.559082
1099	6870.459243
1100	6869.317757
1101	6867.735817
1102	6866.523655
1103	6864.78339
1104	6864.16342
1105	6864.092276
1106	6863.800298
1107	6863.547735
1108	6861.954208
1109	6860.171984
1110	6858.529595
1111	6855.990251
1112	6855.388668
1113	6853.925385
1114	6852.92582
1115	6851.885561
1116	6850.881994
1117	6849.596944
1118	6848.315255
1119	6847.781179
1120	6846.871219
1121	6844.789917
1122	6844.243179
1123	6842.687575
1124	6841.324866
1125	6839.677787
1126	6839.173113
1127	6838.05118
1128	6837.147334
1129	6837.073161
1130	6834.929169
1131	6833.717887
1132	6833.154832
1133	6832.152537
1134	6831.645602
1135	6829.713525
1136	6828.130823
1137	6826.963695
1138	6825.378474
1139	6824.277982
1140	6823.308551
1141	6822.254256
1142	6820.295886
1143	6819.228741
1144	6818.565689
1145	6817.74572
1146	6817.556364
1147	6816.117533
1148	6814.560821
1149	6812.696112
1150	6811.75213
1151	6810.547697
1152	6809.90804
1153	6809.649352
1154	6808.555848
1155	6807.621921
1156	6807.139316
1157	6806.743673
1158	6805.786908
1159	6805.026228
1160	6804.671171
1161	6803.166521
1162	6801.776977
1163	6800.594603
1164	6798.873245
1165	6796.1686
1166	6795.755676
1167	6794.129963
1168	6793.350066
1169	6792.719342
1170	6792.097101
1171	6790.468632
1172	6789.380316
1173	6788.812156
1174	6788.77045
1175	6786.714072
1176	6786.159123
1177	6785.030698
1178	6783.804199
1179	6782.370108
1180	6779.734828
1181	6778.945766
1182	6777.397308
1183	6776.419258
1184	6775.729691
1185	6774.519586
1186	6773.559756
1187	6772.54243
1188	6770.716051
1189	6769.700829
1190	6766.009653
1191	6763.492329
1192	6761.933071
1193	6760.369109
1194	6759.802698
1195	6758.837282
1196	6758.73482
1197	6757.935021
1198	6757.040033
1199	6755.196765
1200	6753.775906
1201	6752.613794
1202	6752.307519
1203	6751.521415
1204	6749.933711
1205	6749.811622
1206	6748.931141
1207	6748.00076
1208	6747.163084
1209	6746.503205
1210	6745.573923
1211	6743.976707
1212	6743.107483
1213	6741.982759
1214	6739.526084
1215	6738.197784
1216	6737.542491
1217	6736.664728
1218	6735.406497
1219	6733.014847
1220	6730.203364
1221	6730.027729
1222	6727.465688
1223	6725.104298
1224	6724.501397
1225	6723.112715
1226	6721.72977
1227	6720.884715
1228	6719.862025
1229	6718.811155
1230	6718.051166
1231	6717.554979
1232	6717.003546
1233	6715.139171
1234	6713.50203
1235	6712.617076
1236	6711.576307
1237	6710.882713
1238	6710.016648
1239	6709.642189
1240	6708.972343
1241	6708.559637
1242	6706.229596
1243	6705.037418
1244	6704.67781
1245	6703.643617
1246	6702.939607
1247	6701.292069
1248	6700.61454
1249	6699.722433
1250	6698.381563
1251	6696.65715
1252	6696.547185
1253	6696.187228
1254	6695.662845
1255	6695.304056
1256	6694.634499
1257	6694.129305
1258	6693.450607
1259	6691.835441
1260	6689.784529
1261	6689.426507
1262	6688.813188
1263	6686.836462
1264	6686.11885
1265	6685.063307
1266	6684.449251
1267	6683.658443
1268	6682.471343
1269	6681.501803
1270	6680.947486
1271	6679.687116
1272	6679.332901
1273	6678.207389
1274	6677.220718
1275	6676.308488
1276	6674.396798
1277	6673.145046
1278	6672.942603
1279	6672.059567
1280	6671.207985
1281	6669.546562
1282	6669.291301
1283	6667.560475
1284	6667.37211
1285	6666.696082
1286	6666.524061
1287	6664.25271
1288	6663.534483
1289	6663.426531
1290	6661.507054
1291	6658.792597
1292	6657.657265
1293	6656.135834
1294	6655.636001
1295	6654.916548
1296	6654.719188
1297	6654.593085
1298	6651.608738
1299	6651.099069
1300	6649.896371
1301	6649.596507
1302	6648.889856
1303	6647.61509
1304	6647.30329
1305	6646.230065
1306	6645.672353
1307	6645.03004
1308	6644.768906
1309	6641.973323
1310	6640.546905
1311	6639.30267
1312	6637.919803
1313	6637.451453
1314	6637.191788
1315	6636.346545
1316	6634.389764
1317	6632.770116
1318	6631.219684
1319	6628.852703
1320	6628.686317
1321	6627.917768
1322	6627.105446
1323	6626.174337
1324	6625.373281
1325	6624.771259
1326	6624.424311
1327	6623.17857
1328	6622.525246
1329	6621.993204
1330	6621.290318
1331	6620.745213
1332	6620.629677
1333	6619.98273
1334	6618.78007
1335	6618.476866
1336	6617.320272
1337	6617.0549
1338	6615.751977
1339	6615.654351
1340	6614.151491
1341	6612.971271
1342	6612.529414
1343	6612.440629
1344	6611.219274
1345	6610.695363
1346	6610.535209
1347	6609.920644
1348	6608.227575
1349	6607.460808
1350	6606.714671
1351	6605.591503
1352	6604.357075
1353	6602.963887
1354	6600.934686
1355	6599.49791
1356	6598.905714
1357	6597.514375
1358	6597.139124
1359	6596.03308
1360	6595.951397
1361	6595.808552
1362	6595.509255
1363	6594.444433
1364	6592.783404
1365	6592.570538
1366	6591.520354
1367	6589.962185
1368	6589.128442
1369	6588.576166
1370	6587.33561
1371	6586.935099
1372	6585.870032
1373	6585.261674
1374	6584.784871
1375	6583.902314
1376	6581.868255
1377	6581.237177
1378	6580.088453
1379	6579.367358
1380	6578.406258
1381	6575.388379
1382	6574.49341
1383	6573.859914
1384	6572.707986
1385	6571.737516
1386	6570.555843
1387	6569.799218
1388	6569.055755
1389	6568.711288
1390	6567.484807
1391	6565.903192
1392	6565.712196
1393	6565.4486
1394	6564.508791
1395	6564.055649
1396	6563.747808
1397	6563.256597
1398	6563.001057
1399	6561.789768
1400	6561.645928
1401	6561.002617
1402	6559.818699
1403	6559.016648
1404	6558.422282
1405	6556.451787
1406	6554.431688
1407	6553.794357
1408	6553.387387
1409	6552.914922
1410	6551.988217
1411	6551.205759
1412	6550.971467
1413	6550.343518
1414	6549.868003
1415	6549.334747
1416	6549.007809
1417	6548.383731
1418	6547.958728
1419	6547.575585
1420	6546.501135
1421	6545.9747
1422	6544.500002
1423	6543.235518
1424	6542.956361
1425	6541.846447
1426	6541.661364
1427	6540.855677
1428	6539.958993
1429	6539.198726
1430	6537.96885
1431	6537.418178
1432	6537.134058
1433	6536.994937
1434	6536.147383
1435	6535.319983
1436	6534.400893
1437	6533.244241
1438	6532.589329
1439	6531.687753
1440	6530.657686
1441	6529.890292
1442	6528.66259
1443	6528.371782
1444	6527.792506
1445	6527.598367
1446	6526.028792
1447	6524.880729
1448	6524.324934
1449	6523.432743
1450	6521.922381
1451	6521.834381
1452	6519.987398
1453	6519.415168
1454	6519.142018
1455	6517.180853
1456	6516.958248
1457	6516.272931
1458	6516.203059
1459	6515.535796
1460	6514.770733
1461	6513.400968
1462	6513.027005
1463	6512.726485
1464	6511.420438
1465	6510.750785
1466	6510.501149
1467	6509.517524
1468	6509.285425
1469	6509.054553
1470	6508.351603
1471	6506.63021
1472	6506.343886
1473	6504.902309
1474	6503.72021
1475	6500.22376
1476	6500.060406
1477	6499.054052
1478	6498.926495
1479	6498.709105
1480	6498.122825
1481	6497.588216
1482	6497.329011
1483	6496.268577
1484	6495.347074
1485	6494.915662
1486	6494.309636
1487	6494.196336
1488	6493.698709
1489	6493.328184
1490	6492.667482
1491	6491.859886
1492	6490.95314
1493	6490.548478
1494	6489.709337
1495	6489.164995
1496	6488.998486
1497	6488.128559
1498	6486.151026
1499	6485.496219
